date,state,District,Market,commodity,variety,grade,modal_price,min_price,max_price,weighted_avg_modal_price,arrival_qty_mt,rainfall,msp_value,data_source
2025-05-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2469.66,2435.78,2513.35,2469.66,27.54,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-25,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2461.16,2416.29,2502.79,2461.16,100.38,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-26,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2471.26,2436.49,2516.1,2471.26,20.26,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-27,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2457.36,2421.35,2494.82,2457.36,96.56,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-28,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2468.34,2429.45,2508.92,2468.34,99.69,3.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-29,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2457.32,2412.95,2493.18,2457.32,121.04,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-30,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2455.73,2415.06,2485.91,2455.73,52.03,2.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-05-31,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2463.0,2433.52,2495.1,2463.0,113.4,7.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-01,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2458.95,2427.89,2501.83,2458.95,6.72,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-02,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2452.35,2425.4,2478.47,2452.35,82.54,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-03,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2463.67,2425.78,2500.5,2463.67,66.94,3.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-04,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2466.42,2437.81,2498.87,2466.42,132.56,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-05,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2476.18,2446.03,2508.91,2476.18,238.26,1.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-06,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2473.99,2431.23,2516.68,2473.99,188.69,1.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-07,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2476.73,2445.19,2518.81,2476.73,14.31,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-08,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2473.22,2436.89,2510.2,2473.22,61.78,0.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-09,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2470.62,2437.67,2501.08,2470.62,37.12,8.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-10,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2458.63,2432.15,2493.14,2458.63,25.0,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-11,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2470.18,2437.92,2503.35,2470.18,81.1,1.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-12,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2474.29,2441.13,2506.36,2474.29,32.22,12.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-13,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2481.71,2438.8,2508.77,2481.71,70.7,6.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-14,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2476.09,2444.6,2511.95,2476.09,46.98,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-15,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2481.08,2448.5,2512.12,2481.08,82.34,2.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-16,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2463.46,2422.8,2501.68,2463.46,36.48,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-17,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2469.68,2429.5,2501.06,2469.68,117.99,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-18,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2476.32,2435.35,2509.94,2476.32,49.94,5.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-19,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2482.76,2438.68,2508.81,2482.76,31.73,2.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-20,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2472.92,2432.01,2517.77,2472.92,56.84,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-21,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2474.03,2440.88,2509.18,2474.03,89.44,2.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-22,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2480.81,2439.38,2506.29,2480.81,35.56,3.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-23,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2466.93,2431.76,2502.75,2466.93,59.82,3.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2489.43,2458.88,2531.84,2489.43,54.0,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-25,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2470.19,2439.13,2510.64,2470.19,24.68,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-26,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2462.53,2433.05,2501.55,2462.53,114.45,11.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-27,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2478.62,2450.72,2506.41,2478.62,135.7,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-28,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2492.79,2464.1,2530.94,2492.79,89.32,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-29,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2484.57,2458.31,2524.9,2484.57,154.05,5.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-06-30,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2486.57,2443.8,2523.02,2486.57,43.51,1.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-01,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2481.59,2437.97,2524.44,2481.59,46.57,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-02,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2480.74,2444.0,2511.28,2480.74,87.52,2.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-03,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2470.3,2428.49,2500.14,2470.3,32.29,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-04,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2465.3,2436.63,2507.69,2465.3,10.51,2.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-05,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2485.66,2442.63,2523.17,2485.66,131.54,8.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-06,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2495.32,2460.19,2520.35,2495.32,34.87,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-07,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2488.3,2461.96,2520.36,2488.3,128.58,3.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-08,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2491.27,2463.44,2533.43,2491.27,97.48,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-09,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2499.7,2468.52,2525.25,2499.7,86.97,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-10,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2490.41,2464.54,2515.47,2490.41,109.22,4.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-11,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2487.55,2456.36,2518.18,2487.55,41.9,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-12,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2482.74,2456.54,2526.02,2482.74,129.32,3.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-13,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2506.23,2476.51,2549.26,2506.23,174.4,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-14,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2495.04,2464.73,2530.42,2495.04,127.67,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-15,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2484.05,2439.16,2520.11,2484.05,25.64,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-16,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2483.01,2453.3,2514.65,2483.01,74.55,3.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-17,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2503.19,2473.41,2533.06,2503.19,19.78,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-18,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2485.65,2446.91,2526.95,2485.65,98.78,8.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-19,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2509.57,2467.38,2536.7,2509.57,47.34,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-20,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2473.49,2440.75,2508.24,2473.49,10.55,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-21,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2507.72,2465.21,2545.41,2507.72,43.38,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-22,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2501.03,2469.23,2528.1,2501.03,63.05,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-23,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2498.89,2469.95,2534.28,2498.89,33.86,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2497.35,2465.76,2533.9,2497.35,130.56,5.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-25,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2514.69,2477.5,2554.54,2514.69,37.79,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-26,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2506.04,2473.7,2535.74,2506.04,32.7,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-27,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2493.97,2455.51,2524.84,2493.97,9.3,10.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-28,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2488.26,2458.52,2524.65,2488.26,111.5,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-29,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2504.25,2465.23,2548.91,2504.25,68.08,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-30,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2503.65,2471.7,2533.0,2503.65,121.34,1.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-07-31,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2492.32,2458.2,2537.04,2492.32,70.86,1.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-01,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2504.86,2468.71,2544.15,2504.86,151.67,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-02,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2501.54,2462.82,2543.06,2501.54,94.69,1.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-03,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2507.04,2477.27,2533.83,2507.04,87.01,2.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-04,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2513.6,2471.88,2544.61,2513.6,61.78,3.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-05,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2520.56,2481.12,2546.71,2520.56,7.83,5.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-06,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2516.72,2487.04,2549.15,2516.72,35.97,4.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-07,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2504.5,2460.0,2549.13,2504.5,29.75,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-08,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2514.06,2475.76,2541.17,2514.06,60.76,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-09,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2512.44,2478.39,2548.69,2512.44,42.67,2.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-10,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2502.11,2473.96,2527.23,2502.11,118.69,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-11,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2516.78,2481.12,2556.03,2516.78,109.23,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-12,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2529.27,2500.97,2558.21,2529.27,50.18,2.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-13,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2515.5,2481.91,2543.09,2515.5,68.08,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-14,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2503.31,2470.14,2535.05,2503.31,34.34,4.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-15,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2517.13,2477.73,2557.55,2517.13,95.24,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-16,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2508.0,2479.15,2535.13,2508.0,87.85,13.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-17,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2525.44,2484.0,2555.04,2525.44,182.64,5.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-18,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2523.55,2492.03,2548.72,2523.55,58.7,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-19,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2518.8,2484.92,2563.17,2518.8,145.4,2.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-20,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2518.33,2477.88,2555.17,2518.33,22.42,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-21,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2520.09,2482.58,2559.49,2520.09,67.25,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-22,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2522.66,2491.5,2560.69,2522.66,49.21,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-23,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2517.22,2484.5,2545.11,2517.22,71.41,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2513.09,2481.97,2549.99,2513.09,79.48,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-25,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2534.1,2497.2,2561.73,2534.1,16.34,1.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-26,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2522.7,2491.05,2555.72,2522.7,118.89,10.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-27,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2527.91,2488.4,2564.29,2527.91,118.79,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-28,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2529.64,2493.04,2565.82,2529.64,54.06,0.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-29,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2530.72,2502.81,2558.1,2530.72,56.3,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-30,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2519.53,2488.32,2545.22,2519.53,79.32,6.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-08-31,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2516.28,2486.85,2557.24,2516.28,115.14,3.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-01,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2525.75,2492.94,2565.27,2525.75,77.91,5.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-02,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2534.38,2499.06,2561.02,2534.38,107.89,5.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-03,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2526.15,2491.01,2553.7,2526.15,30.75,6.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-04,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2529.88,2489.79,2572.73,2529.88,149.19,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-05,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2550.49,2521.71,2590.87,2550.49,42.44,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-06,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2519.44,2475.51,2564.36,2519.44,88.46,0.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-07,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2528.9,2497.04,2558.98,2528.9,62.13,3.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-08,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2550.84,2519.84,2585.6,2550.84,68.61,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-09,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2536.03,2497.33,2565.76,2536.03,64.25,2.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-10,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2531.46,2490.35,2568.92,2531.46,52.49,2.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-11,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2547.16,2514.59,2574.47,2547.16,156.93,3.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-12,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2538.95,2499.01,2566.49,2538.95,27.33,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-13,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2536.42,2493.75,2562.86,2536.42,48.42,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-14,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2541.43,2501.09,2580.3,2541.43,120.97,4.5,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-15,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2535.31,2509.63,2570.19,2535.31,120.3,0.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-16,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2533.1,2491.55,2570.45,2533.1,73.69,3.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-17,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2541.0,2500.51,2583.59,2541.0,31.44,2.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-18,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2534.47,2496.08,2574.28,2534.47,73.54,14.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-19,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2543.3,2503.1,2577.53,2543.3,32.23,6.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-20,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2546.69,2502.1,2591.38,2546.69,24.11,1.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-21,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2551.31,2517.69,2585.44,2551.31,67.13,3.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-22,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2554.13,2527.79,2581.38,2554.13,13.94,0.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-23,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2542.47,2508.25,2587.32,2542.47,143.85,1.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2550.32,2524.39,2575.78,2550.32,37.61,4.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-25,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2550.86,2519.97,2586.86,2550.86,52.62,3.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-26,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2550.13,2513.39,2581.31,2550.13,36.29,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-27,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2544.25,2513.06,2579.32,2544.25,22.1,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-28,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2540.43,2501.72,2576.6,2540.43,3.34,5.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-29,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2553.24,2511.8,2583.04,2553.24,27.19,1.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-09-30,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2536.11,2502.7,2572.25,2536.11,148.82,6.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-01,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2548.17,2505.17,2588.29,2548.17,132.86,3.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-02,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2530.41,2503.81,2560.74,2530.41,12.22,1.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-03,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2540.67,2498.87,2573.34,2540.67,143.74,0.1,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-04,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2544.86,2503.29,2575.22,2544.86,71.45,0.9,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-05,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2561.15,2529.71,2602.56,2561.15,21.07,7.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-06,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2558.37,2527.4,2597.87,2558.37,94.75,6.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-07,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2548.92,2517.82,2591.34,2548.92,55.68,3.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-08,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2559.65,2518.42,2588.05,2559.65,40.41,2.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-09,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2561.38,2519.75,2587.85,2561.38,43.1,3.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-10,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2553.44,2521.85,2580.83,2553.44,92.24,2.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-11,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2544.09,2507.24,2572.31,2544.09,100.51,3.6,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-12,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2553.93,2526.15,2589.59,2553.93,31.28,1.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-13,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2555.23,2520.85,2599.65,2555.23,81.24,6.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-14,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2546.55,2501.57,2578.69,2546.55,75.6,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-15,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2559.74,2531.56,2603.91,2559.74,1.2,1.4,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-16,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2559.43,2515.48,2585.19,2559.43,104.8,6.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-17,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2561.12,2519.63,2604.66,2561.12,31.92,2.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-18,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2560.16,2515.72,2588.78,2560.16,55.77,0.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-19,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2564.11,2535.52,2607.36,2564.11,73.38,0.3,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-20,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2557.18,2527.91,2583.3,2557.18,103.06,4.2,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-21,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2560.55,2535.21,2604.51,2560.55,134.89,7.0,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-22,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2556.07,2516.58,2585.09,2556.07,98.27,5.8,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-23,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2554.88,2517.0,2585.93,2554.88,84.24,3.7,2320.0,Data.gov.in API Key + Open-Meteo
2025-10-24,Telangana,Warangal,Warangal,Paddy(Common),Common,FAQ,2570.55,2541.99,2605.37,2570.55,67.72,0.5,2320.0,Data.gov.in API Key + Open-Meteo
